,Unnamed: 0,date,target,insult,tweet,mainTweetTarget
4438,4439,2018-08-05,trump-russia,Rigged Witch Hunt,Too bad a large portion of the Media refuses to report the lies and corruption having to do with the Rigged Witch Hunt - but that is why we call them FAKE NEWS!,Hilary
4439,4440,2018-08-05,the-media,Fake News,The Fake News hates me saying that they are the Enemy of the People only because they know it’s TRUE. I am providing a great service by explaining this to the American People. They purposely cause great division & distrust. They can also cause War! They are very dangerous & sick!,Hilary
4440,4441,2018-08-05,the-media,hates me saying that they are the Enemy of the People only because they know it’s TRUE,The Fake News hates me saying that they are the Enemy of the People only because they know it’s TRUE. I am providing a great service by explaining this to the American People. They purposely cause great division & distrust. They can also cause War! They are very dangerous & sick!,Hilary
4441,4442,2018-08-05,the-media,purposely cause great division & distrust,The Fake News hates me saying that they are the Enemy of the People only because they know it’s TRUE. I am providing a great service by explaining this to the American People. They purposely cause great division & distrust. They can also cause War! They are very dangerous & sick!,Hilary
4442,4443,2018-08-05,the-media,very dangerous & sick!,The Fake News hates me saying that they are the Enemy of the People only because they know it’s TRUE. I am providing a great service by explaining this to the American People. They purposely cause great division & distrust. They can also cause War! They are very dangerous & sick!,Hilary
4443,4444,2018-08-05,the-media,Fake News,"Fake News reporting, a complete fabrication, that I am concerned about the meeting my wonderful son, Donald, had in Trump Tower. This was a meeting to get information on an opponent, totally legal and done all the time in politics - and it went nowhere. I did not know about it!",Hilary
4444,4445,2018-08-05,the-media,refuses to report the lies and corruption having to do with the Rigged Witch Hunt,Too bad a large portion of the Media refuses to report the lies and corruption having to do with the Rigged Witch Hunt - but that is why we call them FAKE NEWS!,Hilary
4445,4446,2018-08-05,the-media,FAKE NEWS!,Too bad a large portion of the Media refuses to report the lies and corruption having to do with the Rigged Witch Hunt - but that is why we call them FAKE NEWS!,Hilary
4446,4447,2018-08-06,california-environmental-laws,"bad,  aren’t allowing massive amounts of readily available water to be properly utilized",California wildfires are being magnified & made so much worse by the bad environmental laws which aren’t allowing massive amounts of readily available water to be properly utilized. It is being diverted into the Pacific Ocean. Must also tree clear to stop fire from spreading!,Hilary
4447,4448,2018-08-06,california-water-use,foolishly being diverted into the Pacific Ocean,"Governor Jerry Brown must allow the Free Flow of the vast amounts of water coming from the North and foolishly being diverted into the Pacific Ocean. Can be used for fires, farming and everything else. Think of California with plenty of Water - Nice! Fast Federal govt. approvals.",Hilary
4448,4449,2018-08-07,danny-o-connor,controlled by Nancy Pelosi,"Ohio, vote today for Troy Balderson for Congress. His opponent, controlled by Nancy Pelosi, is weak on Crime, the Border, Military, Vets, your 2nd Amendment - and will end your Tax Cuts. Troy will be a great Congressman. #MAGA",Hilary
4449,4450,2018-08-07,danny-o-connor,"weak on Crime, the Border, Military, Vets, your 2nd Amendment - and will end your Tax Cuts","Ohio, vote today for Troy Balderson for Congress. His opponent, controlled by Nancy Pelosi, is weak on Crime, the Border, Military, Vets, your 2nd Amendment - and will end your Tax Cuts. Troy will be a great Congressman. #MAGA",Hilary
4450,4451,2018-08-10,nancy-pelosi,"a wonderful person whose ideas & policies may be bad, but who should definitely be given a 4th chance","Democrats, please do not distance yourselves from Nancy Pelosi. She is a wonderful person whose ideas & policies may be bad, but who should definitely be given a 4th chance. She is trying very hard & has every right to take down the Democrat Party if she has veered too far left!",Hilary
4451,4452,2018-08-10,nancy-pelosi,trying very hard & has every right to take down the Democrat Party,"Democrats, please do not distance yourselves from Nancy Pelosi. She is a wonderful person whose ideas & policies may be bad, but who should definitely be given a 4th chance. She is trying very hard & has every right to take down the Democrat Party if she has veered too far left!",Hilary
4452,4453,2018-08-11,christopher-steele,lowlife,"The big story that the Fake News Media refuses to report is lowlife Christopher Steele’s many meetings with Deputy A.G. Bruce Ohr and his beautiful wife, Nelly. It was Fusion GPS that hired Steele to write the phony & discredited Dossier, paid for by Crooked Hillary & the DNC....",Hilary
4453,4454,2018-08-11,peter-strzok,clown,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",Hilary
4454,4455,2018-08-11,peter-strzok,loser,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",Hilary
4455,4456,2018-08-11,lisa-page,clown,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",Hilary
4456,4457,2018-08-11,lisa-page,loser,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",Hilary
4457,4458,2018-08-11,trump-report,phony & discredited Dossier,"The big story that the Fake News Media refuses to report is lowlife Christopher Steele’s many meetings with Deputy A.G. Bruce Ohr and his beautiful wife, Nelly. It was Fusion GPS that hired Steele to write the phony & discredited Dossier, paid for by Crooked Hillary & the DNC....",Hilary
4458,4459,2018-08-11,andrew-mccabe,clown,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",Hilary
4459,4460,2018-08-11,andrew-mccabe,loser,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",Hilary
4460,4461,2018-08-11,james-comey,clown,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",Hilary
4461,4462,2018-08-11,james-comey,loser,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",Hilary
4462,4463,2018-08-11,hillary-clinton,Crooked Hillary,"The big story that the Fake News Media refuses to report is lowlife Christopher Steele’s many meetings with Deputy A.G. Bruce Ohr and his beautiful wife, Nelly. It was Fusion GPS that hired Steele to write the phony & discredited Dossier, paid for by Crooked Hillary & the DNC....",Hilary
4463,4464,2018-08-11,trump-russia,I have never seen anything so Rigged in my life.,....Do you believe Nelly worked for Fusion and her husband STILL WORKS FOR THE DEPARTMENT OF ‘JUSTICE.’ I have never seen anything so Rigged in my life. Our A.G. is scared stiff and Missing in Action. It is all starting to be revealed - not pretty. IG Report soon? Witch Hunt!,Hilary
4464,4465,2018-08-11,trump-russia,Witch Hunt!,....Do you believe Nelly worked for Fusion and her husband STILL WORKS FOR THE DEPARTMENT OF ‘JUSTICE.’ I have never seen anything so Rigged in my life. Our A.G. is scared stiff and Missing in Action. It is all starting to be revealed - not pretty. IG Report soon? Witch Hunt!,Hilary
4465,4466,2018-08-11,fbi,What are they hiding?,"Why isn’t the FBI giving Andrew McCabe text messages to Judicial Watch or appropriate governmental authorities. FBI said they won’t give up even one (I may have to get involved, DO NOT DESTROY). What are they hiding? McCabe wife took big campaign dollars from Hillary people.....",Hilary
